train_epoch,500
batch_size,32
lr,0.001
lr_warmup,True
total_epoch,5
lr_decrease,cos
mixup,False
mixup_alpha,0.2
weight_decay,0.001
momentum,0.9
class_num,15
retrain,False
log_interval,10
save_interval,10
model_root,../output/models
log_root,../output/logs
model_name,single_fc_modal_hsi_version_0
log_name,single_fc_modal_hsi_version_0.csv
backbone,single_fc
patch_size,7
data_root,../data/Huston2013
modal,hsi
gpu,1
version,0
name,single_fc_modal_hsi_version_0
0.019273765139239892,0.820038,0.838239
0.01663470273481661,0.834713,0.838239
0.018734510051442332,0.790686,0.838239
0.0210086803914707,0.819874,0.838239
0.017333449549931153,0.832828,0.838239
0.022907057860761547,0.832828,0.838239
0.019160269968881365,0.831762,0.838239
0.019009977942751197,0.837173,0.838239
0.012831328847456011,0.837747,0.838239
0.019645956805331655,0.831762,0.838239
0.01910163157650929,0.794868,0.838239
0.020090800751879644,0.8325,0.838239
0.02091952410966074,0.821186,0.838239
0.01633777396146501,0.814954,0.838239
0.01772974073635728,0.728786,0.838239
0.016817116882296257,0.814709,0.838239
0.020291720417568857,0.798967,0.838239
0.025288563640264983,0.82094,0.838239
0.017269116910069847,0.818398,0.838239
0.023238201683198803,0.826269,0.838239
0.021520030980385588,0.826351,0.838239
0.02210640324949381,0.803148,0.838239
0.02194430113225924,0.811265,0.838239
0.02619577193465293,0.80487,0.838239
0.026007157313543257,0.771911,0.838239
0.023570638660111286,0.81971,0.838239
0.015296266414225101,0.826597,0.838239
0.01961796509175237,0.798065,0.838239
0.021488993978023195,0.789046,0.838239
0.01491973090529693,0.811101,0.838239
0.014649243296772828,0.824793,0.838239
0.018114020116627216,0.834631,0.838239
0.020002900578311823,0.828154,0.838239
0.016846966592260124,0.786997,0.838239
0.020477009510747,0.80692,0.838239
0.0189831159156067,0.830204,0.838239
0.016239493334498464,0.83127,0.838239
0.018818494497557705,0.827007,0.838239
0.015382570580820019,0.8152,0.838239
0.014787299647466855,0.802328,0.838239
0.01583082331710736,0.821513,0.838239
0.015326851126057714,0.826679,0.838239
0.019317889525921325,0.741084,0.838239
0.021032525647661827,0.834467,0.838239
0.01852649205437537,0.813725,0.838239
0.01535056228226239,0.835205,0.838239
0.015281511747979381,0.828564,0.838239
0.013055879125643648,0.832828,0.838239
0.021304957715145657,0.791096,0.838239
